data_base_index_2,data_base_index,genre,loudness,tempo,time_signature,key,mode,duration,avg_timbre1,avg_timbre2,avg_timbre3,avg_timbre4,avg_timbre5,avg_timbre6,avg_timbre7,avg_timbre8,avg_timbre9,avg_timbre10,avg_timbre11,avg_timbre12,var_timbre1,var_timbre2,var_timbre3,var_timbre4,var_timbre5,var_timbre6,var_timbre7,var_timbre8,var_timbre9,var_timbre10,var_timbre11,var_timbre12
739,44309,dance and electronica,-7.841,145.18200000000004,5,2,1,164.98893,43.3313239038,48.944503536099994,17.7492263083,50.153574257399995,0.518,14.4273705799,17.080523338,19.500748232,-12.5216859972,0.30206930693100004,-0.474287128713,6.65474257426,28.4975321709,1753.57441538,4576.72345567,3622.78811505,1445.31799915,2379.71569108,1319.72689073,840.4423618210001,461.259507751,372.230619646,791.9753646380002,182.302118279
1635,43612,dance and electronica,-7.826,122.973,4,1,1,279.97995,43.4806909091,-26.363390151500006,-39.894536363600004,21.8103643939,-17.5464166667,-0.427766666667,4.34972045455,-11.043766666700002,-1.62670984848,-2.1485719697,6.1518325757599985,4.92812348485,31.132424065100004,5240.10995376,3301.74047002,4443.07418572,2132.510569400001,3447.32997567,1154.10207288,1159.75037403,900.5057637089999,909.761263155,675.769002041,353.7590295390001
3,38694,folk,-19.664,70.586,7,7,1,283.68934,32.9289583333,-70.1676586022,188.716508065,29.5084126344,32.1949247312,8.53606048387,2.49121102151,9.23900134409,-16.412130376300002,-3.87358333333,-2.911642473120001,8.450462365589999,20.2269967039,1036.00318241,1528.01437253,3003.52334084,560.132768449,641.823472968,619.913261532,390.35254565699995,302.52704824,196.364154877,433.31237402,417.79509351699994
2927,25083,punk,-5.4620000000000015,171.96,4,5,1,238.47138,51.0665056726,17.220837925399998,59.1241572123,-0.392854132901,-12.7431037277,-19.3632252836,-18.071072933499998,-0.525789303079,14.503184765,3.81763047002,4.0705235008099985,13.506050243099999,26.586983199699997,1113.52697144,582.641842936,377.983681651,382.59124810300005,224.82562708900002,329.459188207,235.679187084,252.335320679,200.174281449,81.5202909691,151.852569101
2302,35833,folk,-13.914,121.081,7,7,1,219.92444,39.5164366925,-70.7647157623,15.344992248099999,-19.6901111111,0.94565374677,-19.7572945736,-39.2313178295,-4.01843152455,12.0920335917,1.9672997416,4.26608527132,3.5353488372099995,45.0356253209,11013.6024887,726.5798176769998,918.556221045,483.46742353900004,279.37787471900003,421.75741894,259.345204028,492.657382177,112.76236774,134.515537711,289.304258144
3031,27040,punk,-6.2120000000000015,169.813,4,4,0,180.71465,49.0543990385,16.6640625,-0.0295977564103,-11.307330128199997,-9.019059294869999,-22.9356923077,-12.5115176282,-5.37883974359,26.340939102600004,2.80628685897,-2.48325,-5.22102884615,34.2799797975,7170.14908668,1330.62082436,698.9217455930002,605.9880463569999,472.786507543,461.82153314699997,469.475615221,455.96815241900003,281.315350208,212.390592937,151.69135840299998
143,33740,folk,-9.89,120.03,4,5,1,135.52281000000002,43.209935760200004,-39.4465289079,-11.369059957200001,-15.773764454,-4.448832976449999,-7.999822269810001,1.30819700214,-13.2516937901,15.284047109200001,-2.11989721627,-4.78172376874,3.5847858672400004,28.3411019402,1661.72643878,975.466078973,1197.07208389,549.438399998,626.097452643,748.082952608,464.535406671,392.054568345,302.800236773,184.674097313,309.157396836
1168,54987,classical,-24.455,102.017,3,0,1,113.73669,28.5322932551,-170.08727859200002,49.9357155425,1.41858064516,43.5924809384,-21.3917302053,-11.7332639296,1.0585542522,-26.6148269795,-8.58933431085,7.76414956012,3.1309325513200004,32.3781969169,2146.79052907,2387.49063558,1031.83620462,1501.50611467,293.668773734,788.469237444,209.71784579,772.820094178,116.99011124299999,88.7296397108,351.86682016300006
883,46016,dance and electronica,-15.025,212.517,7,1,1,186.30485,35.5673084995,63.0705561385,-17.2940220357,-3.47488667366,-5.487963273869998,-9.42386988458,0.5628467995800001,5.289900314800001,-1.39881427072,7.85324658972,-7.218318992649999,7.77227177335,35.5991715271,3780.20456044,3345.20239,1957.41189432,1939.47760529,953.294991387,1107.49446523,585.771609643,489.122045266,445.341816794,472.76413574099996,370.779005791
2812,48369,metal,-3.31,196.769,4,6,1,227.49995,52.515669590600005,38.2190248538,20.4729152047,-7.145605263160001,-27.0337660819,-27.667406432699998,7.11377777778,-3.88452923977,10.5996944444,5.1253128655,0.230883040936,1.98391520468,8.536435323580001,951.1469128460001,582.2150654659999,806.168858406,366.862370176,431.70028753699995,399.395604085,361.78503253300005,258.983759855,251.968186972,178.182309562,132.64070745200002
783,25518,punk,-1.988,132.07,4,5,1,269.00853,52.571605033900006,-6.746046466599998,49.8032003872,5.31925556631,-16.394392062,-11.5116369797,-4.06925750242,9.92346369797,6.99403484995,4.485143272019999,-0.26629912875100004,-9.70310745402,37.3600476136,2558.07816449,733.678680596,876.039732512,601.860434254,677.623220467,367.14406717699995,340.206803236,217.140036365,213.58411123599998,192.58097914299998,188.64916628
1630,43110,dance and electronica,-12.29,107.347,5,0,0,124.57751,43.506171717200004,-134.968,86.6647979798,7.662973063969999,-20.6439494949,-9.83657912458,-36.6379225589,-12.6536228956,47.6951111111,4.4058013468,6.21797643098,-0.413861952862,12.0127799671,4020.28134956,1053.14428221,961.8590691039999,474.936850149,440.05143297800004,460.572780435,464.72988385800005,240.03686121,273.07542383599997,176.189379181,333.27151587
2878,43126,dance and electronica,-11.543,111.137,1,5,1,164.33587,45.0635248963,-133.44149377600002,60.8380124481,5.428070539419999,5.31686929461,-20.7985103734,-12.1614522822,-6.73250622407,17.753091286300002,6.16210165975,0.721244813278,-2.71543983402,5.86903168506,1106.60424023,397.77357418199995,318.183356032,388.11150506,255.485607698,380.15151821,138.50203742,241.480692697,96.8185712614,77.5406030604,169.53719403899998
1150,44806,dance and electronica,-8.564,137.792,4,3,1,299.7024,43.0976318131,44.7916896552,11.2926785317,-3.77270077864,39.2712491657,-14.952546162400001,-19.809916574000002,-2.41825472747,-0.75652836485,-1.88264961068,4.806805339269999,2.34535595106,30.7293698744,1516.63769513,2850.28880674,2398.73581936,1008.00528112,914.355999258,900.207482779,390.21568127800003,463.078727766,231.166591729,421.246331302,496.726140005
2365,35191,folk,-13.943,121.943,4,4,1,228.10077,36.9693676471,-63.0465800654,-63.62644444439999,5.76867238562,8.900299019610003,12.4052614379,18.492870915,-9.23358823529,3.70095261438,-0.70785130719,-4.15830228758,2.69274754902,16.9498315266,3570.31796518,1664.12672316,2129.48267119,1005.19686955,1887.63602313,374.72040980400004,891.3865550119998,480.83252908599997,687.70131971,480.209536595,263.298552004
3429,36370,folk,-22.407,90.404,1,10,1,200.69832,29.7231539889,-26.3050779221,-91.6152077922,-15.5534656772,-0.314217068646,-3.61858812616,-11.756513914700001,-23.7152782931,-2.11738404453,-5.74583673469,8.204222634510003,14.203376623399999,15.349238148800001,2390.21329104,930.311861905,1048.39837112,598.363152745,933.0958543910001,337.691019422,448.087000939,263.805480726,358.92301600699994,214.95437605799998,208.792607823
2497,54452,classical,-17.422,102.907,1,4,0,254.4322,34.3298328173,-57.6800897833,64.7921362229,3.19611145511,7.89501857585,-14.7067987616,0.56286377709,-0.742334365325,10.9843018576,1.32613931889,-1.17358668731,-1.73606656347,43.7923729132,4992.22782821,3430.34584729,1453.88242159,1894.3774969,509.919740167,1210.74974685,376.423725055,538.500524465,231.867568925,224.40108172200001,1550.30580611
1110,43372,dance and electronica,-23.472,38.685,4,3,0,246.83057,24.8005837989,-112.43471648,-25.476072625700002,-9.77738547486,20.549625698299998,-18.8025321229,-16.033009776500002,16.5693561453,-7.067244413410001,4.42303910615,-0.0444343575419,-3.93319692737,97.8106632458,15396.920944299998,18053.4066948,4853.88871895,5753.0888155,1599.5385832999998,2476.98672195,928.0137109330001,1140.7849181,518.60399575,579.937010869,587.564081823
532,26135,punk,-2.657,75.564,1,11,0,200.09751,52.8956418182,23.737645454499997,63.977132727299995,1.64206909091,-19.4253254545,-11.8125545455,-12.4105309091,-5.19748181818,7.86064727273,-2.59178,-1.0835,-7.003050909089999,44.0352244299,1790.42206013,566.768972177,495.46992842099996,616.838943285,281.018530789,339.090272965,239.63889022799998,265.691601472,153.464768663,125.030029785,299.808511837
530,31882,folk,-8.356,110.896,4,9,1,226.29832,42.0082587131,33.7537493298,11.693857908800002,8.17267962466,24.467156836500006,17.5624651475,-10.309886059,-5.86099329759,2.50276541555,-1.99690348525,-3.08235522788,-0.906721179625,48.5004361489,2075.54908872,2440.67607479,2433.73387185,604.191340419,1789.10399122,559.676919972,640.7031786580001,413.13532623599997,474.108398449,603.369180057,272.98781445
2768,29246,folk,-11.363,115.849,4,1,1,225.802,42.3491205165,1.41483357245,32.0359756098,-2.4405136298400003,-16.2281807747,-10.5427044476,0.6106556671450001,-6.789618364419999,5.98719512195,-0.7624576757529999,1.33023959828,-0.125865136298,27.771060240900002,1366.11056377,1488.3416923,1085.90891216,1155.57439074,547.741175878,820.098376157,271.42647355599996,601.649425299,299.114703849,186.639549614,514.303862157
1968,39573,folk,-14.295,74.27199999999998,5,5,1,288.44363,39.6477178003,-68.2036483357,-18.43970767,-29.7361244573,-0.261037626628,-20.281263386400003,-13.2988509407,-3.21129232996,-1.4350217076700005,-3.05490303907,1.1343835021700002,1.73295513748,24.677823542600002,2386.07414984,2071.53681253,1380.19383439,835.7585760589999,426.54105168800004,841.285996179,553.151524705,406.12218759,290.667417801,224.29790652900002,390.22080189800005
2675,30576,folk,-10.469,127.113,5,3,1,182.93506,43.5662914729,-48.0385984496,26.1836294574,-1.92496899225,-9.39721860465,-12.120155038800002,-4.1748434108499985,-9.06229612403,0.25739379845,-1.93283565891,2.0598806201599995,11.8780713178,19.238025006500003,2654.60942491,3182.12912347,1297.24611411,1028.9522337,615.2270661809999,953.2368520389999,631.3451103169999,336.922588524,310.222406122,226.85920209,355.289989604
1007,38426,folk,-26.662,62.297,3,9,1,41.56036,23.7985,-175.955833333,1.12588888889,-41.3648333333,62.3716666667,-35.7268888889,7.879611111110001,-0.617888888889,-26.983777777800004,-2.06783333333,-4.47388888889,-4.8785,59.580654027799994,10020.8727037,3413.59300965,3337.13696292,887.291162556,280.344490543,440.78262212699997,1340.93899777,261.85957084,217.640843806,392.58117598800004,81.1434208056
3282,43001,dance and electronica,-13.296,122.483,4,8,1,496.84853,37.4652728507,-3.88762760181,-29.9694868778,24.5509334842,-0.566626696833,-20.195781447999998,21.110499095,0.789103167421,6.31970995475,4.23704072398,5.763579185519999,6.7898208144800005,29.8830752844,5445.45786562,3663.70699951,1519.51098194,1762.55244341,898.4963093839999,622.973029968,546.504725597,309.18975508799997,456.750610395,333.477219497,247.48693887299999
1332,25906,punk,-6.912000000000001,136.32,4,4,0,374.25587,47.357715652799996,13.5794388243,21.3990109364,18.5299801777,-29.296564593299998,-6.79086876282,14.238725222100001,5.30256527683,4.1141059466800005,6.103763499659999,-0.0815570745044,-3.48709979494,13.1957913751,1799.43757647,2343.34043725,1744.97577097,920.7146513260001,1212.06836806,513.508299956,694.37715418,494.640092569,424.716112435,375.454653405,218.370193144
2424,48038,metal,-5.038,150.172,3,1,0,401.34485,48.897397416400004,28.4513829787,-5.07834270517,-6.73705167173,-30.086075228000002,-17.864959726400002,-8.31457598784,-1.7671808510599998,9.52222720365,2.69131762918,0.79343768997,-1.46689285714,24.3011893671,1659.10058461,1817.78843838,1330.2224803,789.0052877669998,733.9051227360001,453.608424393,455.86821114199995,404.370132142,293.229599723,209.538805438,261.06810552
3192,44834,dance and electronica,-4.559,123.983,4,1,1,297.89995,44.4732121487,19.4198213962,-13.4548413418,40.1333245694,-7.291828649139999,14.5007098821,18.233413417999998,-3.74537443336,13.166281958299999,-1.00924206709,-1.98449773345,-2.29370534905,51.0464993856,2625.91217672,3856.13222095,3214.76090684,962.102744303,3007.52551125,512.930095747,962.588779975,285.939888821,499.33600939300004,892.864833015,284.106343557
1272,44119,dance and electronica,-11.909,117.286,4,7,0,146.07628,41.2635435993,-38.7917179963,73.95431539890001,13.265007421199998,-16.896350649400002,0.397345083488,-5.711580705009999,-1.5645528757,10.797632653099999,1.1646122449,5.90602040816,10.793265306099999,53.403915227700004,1477.93908363,2595.3792292,1286.26444094,637.715108243,651.562794434,944.4380856089999,309.815643965,320.369792989,173.718140683,201.45328534799998,357.177183286
1772,52071,jazz and blues,-14.366,201.426,3,0,1,331.65016,38.1522646177,-6.66142728636,10.664302099,-4.82603748126,22.7011866567,-11.3692653673,0.489775112444,3.92538155922,-6.8590832084,4.59829385307,-4.32587856072,-8.20449175412,30.0079896579,1896.80072128,3228.47390576,869.208541457,837.2254572869998,621.116327445,451.27156781,368.503594702,333.881362259,204.49291374400002,185.06123017099998,267.182199304
2388,48658,metal,-5.3889999999999985,173.868,4,4,0,298.65751,50.337600171999995,45.6321676698,5.77696130696,-4.62682287188,-36.688243336199996,-21.740010318099998,-9.982017196900001,5.32829062769,16.1124299226,7.41963026655,3.19787016337,6.22110662081,4.23595190807,559.996989871,433.80990285900003,425.68099491099997,489.968970784,566.737102542,264.276377816,202.03879728299998,192.203402568,136.745623727,161.579223735,151.66917349
2925,32047,folk,-16.812,30.851,1,8,1,66.87302,27.3868015267,-3.88086259542,-18.582709923699998,-8.532725190839999,-6.43253435115,44.6733587786,-19.088259542,28.372633587800003,-8.076038167939997,24.1861526718,-19.2696183206,7.564,93.9024106018,6768.97141166,3338.82129531,20076.973523,1468.96778729,3637.56953434,1782.32010908,5296.20779355,754.795104434,2644.17295247,1648.72344486,368.62205713
1507,29302,folk,-11.341,86.611,4,6,0,202.84036,42.8430989011,-25.8922710623,-12.8610598291,-5.37994505495,-12.708525030499999,-7.555234432230001,5.35543467643,-9.63262393162,15.490873015899998,5.23375335775,0.293440781441,6.2475140415100014,12.1127535641,1988.81781551,1564.62600238,1126.02007216,1045.12260318,816.892378734,548.147829933,392.669517175,480.855507085,347.395501829,192.10719130099997,294.246294802
2705,53749,classical,-8.838,113.988,4,4,1,198.76526,41.744729362600005,-19.1628422153,-43.172176593500005,28.690400209,6.77459665622,-1.77132497388,-10.2961452456,-10.2847910136,-10.5959602926,6.27255485893,4.06413061651,6.92564681296,27.0643891232,3312.8484131,1882.53757209,3651.10766324,1233.71893557,1646.52862523,1143.38924273,886.1672919439999,356.72748352199994,493.66018915800004,969.35289971,471.999761016
3258,47583,metal,-4.455,190.993,4,0,0,178.78159,51.426760902299996,38.695818045100005,33.3829789474,-0.316257142857,-21.9334977444,-21.9527533835,5.139658646619999,1.9857037594,-1.68150526316,4.842741353380001,3.49418195489,0.212342857143,5.96901466013,593.9911480530001,499.41436190900004,485.561628793,393.973076864,759.783273443,313.683014899,168.33067899899999,201.349507555,119.30470477200001,148.11296665700002,132.985091531
2652,36590,folk,-11.884,137.77,4,9,1,171.04934,41.509998439899995,-43.2622324493,-1.35783307332,-0.87296099844,17.1594773791,-2.34657722309,-4.99417160686,-13.5292839314,6.533015600619999,-1.19276911076,1.79709204368,11.194797191900001,23.3041756396,1938.88777881,1430.54375354,1417.06031865,1246.88723622,767.082953255,668.297027222,509.06353530800004,395.252398159,384.41424576599996,299.679073625,384.74038861400004
1041,32089,folk,-11.061,90.931,5,4,1,166.53016000000005,43.963,30.7224265487,26.8339628319,-11.2172265487,1.90642654867,-9.60735575221,-11.9700672566,-3.49140176991,-11.654732743399999,-5.65762654867,0.94992920354,9.86706902655,21.4336765239,1056.39718774,1237.93776909,695.0455885819998,726.574701367,479.84590458300005,376.584849146,295.808747111,502.055962603,315.76937848200004,119.19734773,225.667989778
2462,49902,jazz and blues,-26.65,67.545,3,10,1,369.31873,22.751278798,-34.9731402337,121.665926544,35.511217028400004,77.68606928210002,-7.164616861439999,13.3105250417,16.3699699499,-16.7282721202,-3.63825208681,-6.55981803005,-4.26153171953,74.1864833313,9193.41445305,6515.82371696,3438.90962004,1961.86136863,1481.53094866,1650.11396047,691.564591899,878.643832213,386.784462259,460.84877700699997,885.3900553589999
3383,30009,folk,-8.33,126.394,3,2,1,218.01751,46.5541136,-1.7176048,18.4647952,-7.614097599999999,-1.1788671999999998,-19.836576,8.0736928,-2.8532192000000003,7.8967968,-3.1813472000000003,-0.9501408,2.2123376,21.0706108111,1681.75282415,923.183145747,1158.46473328,742.096234547,609.173206478,433.86381139699995,599.5550057969999,252.54177974900003,249.720338361,227.388039558,211.601284723
1538,44556,dance and electronica,-5.975,127.979,4,5,1,439.92771,45.6983950304,12.1518133874,-0.397599391481,24.4753098377,-0.74645841785,-21.0634858012,5.18090415822,-9.518376774850001,-5.70539756592,-1.5439802231200002,6.82370689655,-1.15787119675,37.256153656799995,3720.61392865,3738.03386184,1481.18398679,1010.99107515,783.320154331,453.35330688,759.072177013,404.24311776699994,270.004915154,219.95039148700002,324.671823852
376,47749,metal,-8.222999999999999,101.168,4,8,1,109.60934,47.5887446154,43.0726,60.519729230799996,3.11855692308,-23.3860769231,-12.7384553846,-20.2298707692,0.549387692308,17.4478769231,5.11652307692,0.377956923077,0.855566153846,14.669095144000002,1065.72288681,2231.53360804,788.0249818589999,1423.31059614,336.789599257,450.769421411,265.83588825,346.07080967699994,175.613627308,187.737325278,244.44142342700002
2558,50069,jazz and blues,-17.838,111.076,4,4,1,279.19628,34.6639141414,-7.22616883117,-36.087538961,4.818434343430001,4.344906926409998,-13.3072409812,6.71381168831,0.141827561328,4.82066233766,0.048062049062,4.70838816739,6.802451659450001,25.0133598144,1726.8055785999998,1607.71715785,1127.89535739,1104.01751968,1086.96150682,558.341958277,613.146473714,360.624244179,391.65211326199994,241.26711005599998,310.609580024
2870,48746,metal,-4.995,150.063,4,11,0,275.40853,49.431435863900006,2.47506675393,23.7244031414,-7.864574607330001,-6.315468586390001,-23.9420327225,-9.96460863874,-9.06594371728,4.21531675393,1.73048691099,3.4723232984300005,9.7095104712,48.4161091516,4556.21992213,922.8301366039999,472.333153933,762.060974833,414.318112283,443.104762005,276.305381783,440.88408423,219.24475619,132.682293522,191.01271208
3283,37327,folk,-6.634,111.917,4,2,1,153.93913999999995,48.9939714715,-20.0214174174,39.592225225199996,8.04641141141,5.218105105109999,-12.305054054100001,-5.70048798799,-0.774963963964,25.32803003,3.4741246246199995,2.71517717718,-3.00800750751,7.419098799489999,1194.4234106,653.471439478,681.682820107,463.470355301,504.07844109,290.459592007,188.06976230200002,286.77714042599996,179.806410454,163.076522939,178.558698341
656,42089,dance and electronica,-8.857000000000003,114.94,4,7,1,207.3073,42.119551167,36.5541714542,-8.96938689408,28.004971274699997,21.7620421903,8.29627737882,-3.51497037702,-15.4652064632,-0.518536804309,4.0909470377,-4.355626570919998,0.424131059246,31.5229140086,2372.24983471,3024.69441,3024.91105657,1837.97519008,1662.37897444,1142.31166166,1725.35852792,332.598241103,788.188219298,437.088334747,268.005439925
3407,33974,folk,-8.329,50.74,4,0,1,179.51301999999995,44.1610983936,-36.7072088353,-17.1049297189,-22.7329678715,-7.82856626506,-10.880156626500002,8.6224437751,-2.59271686747,3.88804216867,-0.89862248996,-6.87287951807,7.49981124498,31.7190575345,1894.70080344,1641.73708145,2018.68417343,914.938877495,806.4348545419998,640.875826733,443.30291355199995,475.372900486,300.429069315,344.704295371,296.329530185
800,46682,dance and electronica,-6.521,120.012,4,0,0,251.95057000000003,45.51960929770001,38.6343392681,-22.8566973294,0.6436973293770001,-4.79225321464,-8.2245024728,6.95786646884,-2.72586152324,-1.5932136498500002,3.70102769535,3.29978239367,8.08534025717,38.3397234448,1811.67070354,1600.92849983,1292.00331067,1098.7198329000003,1082.74935251,632.553665603,459.34735038599996,291.834376585,302.152895479,292.32793447299997,209.891762046
2094,44616,dance and electronica,-6.608,77.959,5,11,0,315.45424,45.438362903199994,-17.5399567449,-29.266604838699998,-8.53496407625,-2.908465542520001,-3.26595674487,-6.7096165689100005,-0.278331378299,8.347279325510002,1.79842961877,-3.02958944282,4.69749633431,29.304010794299998,2811.12527331,2658.2835647,2483.81272667,699.109246785,1170.33460134,734.9448855,556.5756550790001,350.94313344,309.87499706299997,462.495116925,313.685553295
80,24142,punk,-16.344,77.374,3,11,1,352.0779100000001,35.590789652199994,-0.551755725191,68.3853002545,9.52607124682,3.06984308736,5.65630958439,-14.2579652248,-0.20180322307,-1.63575063613,-0.977321458863,-4.74837234945,2.30174215437,39.4724293111,2272.59623463,2220.12977157,2161.26006235,1002.21707472,837.588731932,570.1830197319999,742.869304524,717.628511393,429.234509229,302.734837099,362.23972844199994
2563,51384,jazz and blues,-14.229,67.529,5,5,0,1436.8387300000004,34.3351812394,0.1375475382,46.91927164689999,6.48847962649,9.92265089134,-13.996445458399998,-6.4235897708000005,1.10745458404,-3.16711184211,-1.63641171477,0.402471774194,3.86456960951,80.0770223526,7674.58844416,3695.39632485,1703.04850157,1457.41499584,624.945016472,1035.27212245,590.078797658,783.2870971839999,381.39915753800005,263.291034138,801.59047243
2844,50642,jazz and blues,-12.537,195.306,4,0,1,331.80689,40.309263919,-30.7601569053,-0.164383224873,-5.43343167028,13.6374649313,4.84806869125,-23.1286254519,3.48070354302,-5.99353362256,4.11942660882,-4.12892769342,5.0233261026800005,38.369170469000004,1938.09681927,1702.58961323,1949.3140136,535.06698739,1225.02903068,381.101368953,456.952712538,293.483712292,365.93611773099997,198.625892009,263.728157038
2599,24173,punk,-9.617,122.004,3,1,1,117.05424,42.7195205479,-9.60257142857,51.4261565558,14.002988258299998,6.725567514680001,9.92186105675,-5.0333776908,-3.69807632094,3.4070763209400003,-0.590471624266,-6.600972602740001,4.165551859100002,29.046647576399998,2234.00145228,1851.95497732,1628.72411676,1076.37729636,951.2230962369999,490.29962455599997,809.734382517,525.272705319,416.21251088300005,330.8123474,356.628112635
3461,45556,dance and electronica,-5.954,157.844,4,11,1,162.53342,50.1135390782,6.445498998,12.9857815631,-11.457190380799998,-27.178310621199998,-16.5347815631,-2.41749298597,5.05661322645,3.48043086172,-1.33489779559,-1.08598396794,-0.247579158317,11.350080224400001,1030.7723176000004,607.455634219,532.229341906,298.496039745,371.06522439099996,195.97107299099997,257.571639179,134.676729997,91.0059038232,160.831395238,117.06911005100001
3101,46359,dance and electronica,-5.502000000000002,87.33200000000002,3,7,1,381.07383,46.5233351038,31.3902824722,-37.4719266055,11.6499034283,18.9587295992,-26.4431100917,8.07461516176,-18.5673196523,-2.1596904876900003,6.032323998069999,4.17978850797,1.59243553839,23.892330704699997,1333.73672973,2493.1272849,938.1225650360001,1890.82497498,1039.5884975,802.496956543,496.788890371,325.771261904,344.799815386,253.885393943,245.920512216
1297,32857,folk,-6.194,145.622,1,10,1,310.56934,48.7491394892,3.74529764244,2.44633104126,-5.21804518664,4.85692829077,-17.8538772102,-22.3353899804,-14.1572053045,-4.60932220039,-6.56667976424,8.72618958743,13.875305501,12.7346845798,1584.41284917,615.527366921,543.3748089430001,310.62424059299997,337.42455365,201.086389713,201.31093802,152.19454012,135.83202729200002,130.405841987,182.14694786799998
2824,45700,dance and electronica,-7.41,176.018,4,2,0,376.76363,44.1604333971,54.346430847700006,-55.645190567200004,9.85977820268,25.509415551300002,-32.682404079,-1.78966284257,9.224584448689999,13.6532090504,9.044207138300001,5.15223836839,-11.2445066922,18.1862770193,1127.33527355,2591.87485933,1784.43050139,2105.41117821,1131.7280437000004,569.4858058230001,305.24093271099997,415.290180281,198.45587455900002,216.291807543,261.29644091299997
